"__uniqueid__"	"_match_text_"	"_path_"	"_concept_"	"keywords"	"concept_type"	"Fact_ID"	"fact_argument_acq"	"fact_argument_country"	"fact_argument_inc"	"fact_argument_kyc"	"fact_argument_ra"	"fact_argument_st"	"Obs_ID"	"total_sentences"	"fileName"	"_sentence_id_"	"_start_"	"_end_"
"        3303"	"Legacy System Flag: Original relationship established 2015 via acquired 
institution with no periodic EDD refresh despite structural changes."	"Extract_incorporation_references"	"Extract_incorporation_references"	"acquired"	"Fact"	"           2"	""	""	"acquired"	""	""	""	"RLKSystemsInc.pdf_000000000000033"	"         201"	"RLK Systems Inc.pdf"	"         169"	"        2781"	"        2921"
"        3404"	"Adverse Media & PEP screening: Negative hits on Fortress Capital (2022 SEC settlement fordisclosure lapses)."	"nlpNounGroup"	"nlpNounGroup"	"settlement fordisclosure lapses | SEC settlement | fordisclosure lapses | settlement fordisclosure | Negative hits | PEP screening"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000034"	"          79"	"Nevis Energy Partners LLC.docx"	"          46"	"        4060"	"        4167"
"        4801"	"Regulatory Consultations: 
Liaised with Bermuda Monetary Authority (BMA) contacts: No active investigations, butNevis noted in 
2025 ""enhanced monitoring"" list for PE-backed real estate."	"nlpOrganization"	"nlpOrganization"	"Bermuda Monetary Authority | Monetary Authority"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000048"	"          78"	"Nevis Energy Partners LLC.pdf"	"          31"	"        6508"	"        6693"
"        4801"	"Regulatory Consultations: 
Liaised with Bermuda Monetary Authority (BMA) contacts: No active investigations, butNevis noted in 
2025 ""enhanced monitoring"" list for PE-backed real estate."	"nlpNounGroup"	"nlpNounGroup"	"PE-backed real estate | active investigations | real estate"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000048"	"          78"	"Nevis Energy Partners LLC.pdf"	"          31"	"        6508"	"        6693"
"        4801"	"Regulatory Consultations: 
Liaised with Bermuda Monetary Authority (BMA) contacts: No active investigations, butNevis noted in 
2025 ""enhanced monitoring"" list for PE-backed real estate."	"nlpDate"	"nlpDate"	"2025 | in 
2025"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000048"	"          78"	"Nevis Energy Partners LLC.pdf"	"          31"	"        6508"	"        6693"
"        4801"	"Regulatory Consultations: 
Liaised with Bermuda Monetary Authority (BMA) contacts: No active investigations, butNevis noted in 
2025 ""enhanced monitoring"" list for PE-backed real estate."	"High_Risk_Countries"	"High_Risk_Countries"	"Bermuda"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000048"	"          78"	"Nevis Energy Partners LLC.pdf"	"          31"	"        6508"	"        6693"
"        4902"	"• Suspension of automated increases in credit limits and facilities pending 
outcome of the review."	"nlpNounGroup"	"nlpNounGroup"	"credit limits | automated increases"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000049"	"         179"	"Accent Holdings LLC.pdf"	"         131"	"        4735"	"        4835"
"        5002"	"Detailed Assessment Phase"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000050"	"         179"	"Accent Holdings LLC.pdf"	"         130"	"        4842"	"        4866"
"        5103"	"19% Intra-group treasury flows (12 affiliates)"	"nlpPercent"	"nlpPercent"	"19%"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000051"	"         201"	"RLK Systems Inc.pdf"	"         151"	"        3837"	"        3882"
"        5103"	"19% Intra-group treasury flows (12 affiliates)"	"nlpNounGroup"	"nlpNounGroup"	"treasury flows"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000051"	"         201"	"RLK Systems Inc.pdf"	"         151"	"        3837"	"        3882"
"        5204"	"Key Red Flags Confirmed:
Business purpose mismatch: Real estate entity conducting energy commodity pass-throughs."	"nlpNounGroup"	"nlpNounGroup"	"commodity pass-throughs | energy commodity pass-throughs | energy commodity | estate entity | purpose mismatch | Business purpose mismatch | Business purpose"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000052"	"          79"	"Nevis Energy Partners LLC.docx"	"          28"	"        6673"	"        6785"
"        6601"	"Client added to annual EDD rotation."	"nlpNounGroup"	"nlpNounGroup"	"EDD rotation"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000066"	"          78"	"Nevis Energy Partners LLC.pdf"	"          13"	"        8375"	"        8410"
"        6702"	"Legal Incorporation vs."	"incorporation_references"	"incorporation_references"	"Incorporation"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000067"	"         179"	"Accent Holdings LLC.pdf"	"         113"	"        5922"	"        5944"
"        6803"	"Initial Hypothesis: Cayman retail holding company with Asian supply chain 
Actual Structure (confirmed via documentation):"	"nlpNounGroup"	"nlpNounGroup"	"supply chain | holding company"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000068"	"         201"	"RLK Systems Inc.pdf"	"         134"	"        4603"	"        4724"
"        6803"	"Initial Hypothesis: Cayman retail holding company with Asian supply chain 
Actual Structure (confirmed via documentation):"	"High_Risk_Countries"	"High_Risk_Countries"	"Cayman"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000068"	"         201"	"RLK Systems Inc.pdf"	"         134"	"        4603"	"        4724"
"        6904"	"Final Resolution & Ongoing Monitoring
Resolution Date: February 15, 2026.Updated Risk Score: 0.42/1.0 (""Medium Risk"").Rationale: All primary drivers mitigated—management tenure normalized (now 41 months, with stability evidence); governance improved via UBO clarity and controls; transaction velocity reduced 67% post-caps (Q1 2026 data)."	"nlpNounGroup"	"nlpNounGroup"	"transaction velocity | UBO clarity | stability evidence | management tenure | primary drivers"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000069"	"          79"	"Nevis Energy Partners LLC.docx"	"          11"	"        8231"	"        8570"
"        6904"	"Final Resolution & Ongoing Monitoring
Resolution Date: February 15, 2026.Updated Risk Score: 0.42/1.0 (""Medium Risk"").Rationale: All primary drivers mitigated—management tenure normalized (now 41 months, with stability evidence); governance improved via UBO clarity and controls; transaction velocity reduced 67% post-caps (Q1 2026 data)."	"nlpMeasure"	"nlpMeasure"	"41 months"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000069"	"          79"	"Nevis Energy Partners LLC.docx"	"          11"	"        8231"	"        8570"
"        6904"	"Final Resolution & Ongoing Monitoring
Resolution Date: February 15, 2026.Updated Risk Score: 0.42/1.0 (""Medium Risk"").Rationale: All primary drivers mitigated—management tenure normalized (now 41 months, with stability evidence); governance improved via UBO clarity and controls; transaction velocity reduced 67% post-caps (Q1 2026 data)."	"nlpDate"	"nlpDate"	"Q1 2026 | February 15, 2026 | February 15 | February | 2026"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000069"	"          79"	"Nevis Energy Partners LLC.docx"	"          11"	"        8231"	"        8570"
"        6904"	"Final Resolution & Ongoing Monitoring
Resolution Date: February 15, 2026.Updated Risk Score: 0.42/1.0 (""Medium Risk"").Rationale: All primary drivers mitigated—management tenure normalized (now 41 months, with stability evidence); governance improved via UBO clarity and controls; transaction velocity reduced 67% post-caps (Q1 2026 data)."	"nlpPercent"	"nlpPercent"	"67%"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000069"	"          79"	"Nevis Energy Partners LLC.docx"	"          11"	"        8231"	"        8570"
"        7004"	"Ongoing Requirements:
Quarterly EDD reviews through 2027."	"nlpDate"	"nlpDate"	"2027"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000070"	"          79"	"Nevis Energy Partners LLC.docx"	"          10"	"        8573"	"        8629"
"        8502"	"• Inflows frequently arrive via layered payment chains: revenues from franchise 
operations in one country routed through a regional hub entity and then into 
Accent as “royalty” or “service” payments."	"nlpNounGroup"	"nlpNounGroup"	"hub entity | franchise 
operations | payment chains"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000085"	"         179"	"Accent Holdings LLC.pdf"	"          95"	"        7347"	"        7557"
"        8603"	"UBO and Governance Review"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000086"	"         201"	"RLK Systems Inc.pdf"	"         116"	"        5483"	"        5507"
"       10602"	"• A detailed ownership chart confirming Michael Wilson and the family trust as 
primary controllers."	"nlpPerson"	"nlpPerson"	"Michael Wilson"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000106"	"         179"	"Accent Holdings LLC.pdf"	"          74"	"        9392"	"        9493"
"       10602"	"• A detailed ownership chart confirming Michael Wilson and the family trust as 
primary controllers."	"nlpNounGroup"	"nlpNounGroup"	"ownership chart | primary controllers"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000106"	"         179"	"Accent Holdings LLC.pdf"	"          74"	"        9392"	"        9493"
"       11302"	"• External tax advisor."	"nlpNounGroup"	"nlpNounGroup"	"tax advisor"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000113"	"         179"	"Accent Holdings LLC.pdf"	"          67"	"        9979"	"       10003"
"       12002"	"Remediation Actions"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000120"	"         179"	"Accent Holdings LLC.pdf"	"          60"	"       10622"	"       10640"
"       12903"	"Deloitte sampling (1,247 transactions): CLEAN"	"nlpNounGroup"	"nlpNounGroup"	"Deloitte sampling"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000129"	"         201"	"RLK Systems Inc.pdf"	"          73"	"        7539"	"        7583"
"       13603"	"Jurisdictional Risk: 0.62 (Medium-High → Medium)"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000136"	"         201"	"RLK Systems Inc.pdf"	"          66"	"        7836"	"        7885"
"       14303"	"Quarterly Requirements:"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000143"	"         201"	"RLK Systems Inc.pdf"	"          59"	"        8166"	"        8188"
"       15003"	"Independent AML audit"	"nlpNounGroup"	"nlpNounGroup"	"AML audit"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000150"	"         201"	"RLK Systems Inc.pdf"	"          52"	"        8452"	"        8472"
"       15702"	"• Incorporation/Business-Purpose Risk: Reduced from “High” to 
“Medium,” as the structure is now aligned with a clearly documented and 
monitored treasury/IP function."	"risk_amplifiers"	"risk_amplifiers"	"High"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000157"	"         179"	"Accent Holdings LLC.pdf"	"          23"	"       13384"	"       13560"
"       15702"	"• Incorporation/Business-Purpose Risk: Reduced from “High” to 
“Medium,” as the structure is now aligned with a clearly documented and 
monitored treasury/IP function."	"nlpNounGroup"	"nlpNounGroup"	"IP function"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000157"	"         179"	"Accent Holdings LLC.pdf"	"          23"	"       13384"	"       13560"
"       15702"	"• Incorporation/Business-Purpose Risk: Reduced from “High” to 
“Medium,” as the structure is now aligned with a clearly documented and 
monitored treasury/IP function."	"incorporation_references"	"incorporation_references"	"Incorporation"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000157"	"         179"	"Accent Holdings LLC.pdf"	"          23"	"       13384"	"       13560"
"       16402"	"• Quarterly transaction monitoring reports by the bank’s FCRM team, 
focusing on cross-border treasury flows and payments involving higher-risk 
jurisdictions."	"nlpNounGroup"	"nlpNounGroup"	"higher-risk 
jurisdictions | treasury flows | FCRM team | bank’s | Quarterly transaction"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000164"	"         179"	"Accent Holdings LLC.pdf"	"          16"	"       14188"	"       14350"
"       17102"	"However, with the 
governance, documentation, and monitoring measures now in place, the bank has 
determined that Accent Holdings can be maintained as a client under a controlled, 
medium-risk profile, subject to ongoing enhanced oversight."	"nlpNounGroup"	"nlpNounGroup"	"medium-risk profile"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000171"	"         179"	"Accent Holdings LLC.pdf"	"           9"	"       15246"	"       15485"
"       18703"	"Risk Engine v3.3 (Post-RLK):"	"nlpNounGroup"	"nlpNounGroup"	"Engine v3"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000187"	"         201"	"RLK Systems Inc.pdf"	"          15"	"        9292"	"        9319"
"       19403"	"text"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000194"	"         201"	"RLK Systems Inc.pdf"	"           8"	"        9702"	"        9705"
"         303"	"Executive"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000003"	"         201"	"RLK Systems Inc.pdf"	"         199"	"         254"	"         262"
"         602"	"The relationship was originally 
onboarded by an acquired institution and carried a Legacy classification, indicating 
that its KYC profile predated our current risk standards and had not been fully 
refreshed post-acquisition."	"nlpNounGroup"	"nlpNounGroup"	"acquired institution | Legacy classification | KYC profile | risk standards"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000006"	"         179"	"Accent Holdings LLC.pdf"	"         174"	"         424"	"         650"
"         602"	"The relationship was originally 
onboarded by an acquired institution and carried a Legacy classification, indicating 
that its KYC profile predated our current risk standards and had not been fully 
refreshed post-acquisition."	"Extract_acquisition_references"	"Extract_acquisition_references"	"acquired"	"Fact"	"           1"	"acquired"	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000006"	"         179"	"Accent Holdings LLC.pdf"	"         174"	"         424"	"         650"
"         602"	"The relationship was originally 
onboarded by an acquired institution and carried a Legacy classification, indicating 
that its KYC profile predated our current risk standards and had not been fully 
refreshed post-acquisition."	"Extract_incorporation_references"	"Extract_incorporation_references"	"acquired"	"Fact"	"           2"	""	""	"acquired"	""	""	""	"AccentHoldingsLLC.pdf_000000000000006"	"         179"	"Accent Holdings LLC.pdf"	"         174"	"         424"	"         650"
"         602"	"The relationship was originally 
onboarded by an acquired institution and carried a Legacy classification, indicating 
that its KYC profile predated our current risk standards and had not been fully 
refreshed post-acquisition."	"acquisition_references"	"acquisition_references"	"acquired"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000006"	"         179"	"Accent Holdings LLC.pdf"	"         174"	"         424"	"         650"
"         901"	"The Legacy flag indicated KYCdocumentation dating back to 2017, predating significant 
ownership and operational changes."	"nlpDate"	"nlpDate"	"2017"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000009"	"          78"	"Nevis Energy Partners LLC.pdf"	"          70"	"        1432"	"        1552"
"         901"	"The Legacy flag indicated KYCdocumentation dating back to 2017, predating significant 
ownership and operational changes."	"nlpNounGroup"	"nlpNounGroup"	"Legacy flag | KYCdocumentation dating | operational changes | significant 
ownership"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000009"	"          78"	"Nevis Energy Partners LLC.pdf"	"          70"	"        1432"	"        1552"
"        2301"	"Funds Outflow 2025: $461,286,884.00."	"nlpMoney"	"nlpMoney"	"$461,286,884.00"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000023"	"          78"	"Nevis Energy Partners LLC.pdf"	"          56"	"        3131"	"        3166"
"        2402"	"2"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000024"	"         179"	"Accent Holdings LLC.pdf"	"         156"	"        2690"	"        2690"
"        2503"	"Substance requirements"	"nlpNounGroup"	"nlpNounGroup"	"Substance requirements"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000026"	"         201"	"RLK Systems Inc.pdf"	"         176"	"        2381"	"        2402"
"        2604"	"Analysis: Monthly average inflows/outflows exceeded $35M, with 127 distinctcounterparties (per transaction logs)."	"nlpMoney"	"nlpMoney"	"$35M"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000026"	"          79"	"Nevis Energy Partners LLC.docx"	"          54"	"        3126"	"        3238"
"        2604"	"Analysis: Monthly average inflows/outflows exceeded $35M, with 127 distinctcounterparties (per transaction logs)."	"nlpNounGroup"	"nlpNounGroup"	"transaction logs | Monthly average inflows | average inflows"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000026"	"          79"	"Nevis Energy Partners LLC.docx"	"          54"	"        3126"	"        3238"
"        4101"	"Interim Risk Escalation: Score adjusted to 0.86/1.0 after transaction pattern confirmation.Weekly SAR 
filings initiated for outflows >$10M."	"nlpNounGroup"	"nlpNounGroup"	"SAR 
filings | pattern confirmation | transaction pattern confirmation | transaction pattern | Weekly SAR 
filings"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000041"	"          78"	"Nevis Energy Partners LLC.pdf"	"          38"	"        5625"	"        5764"
"        4101"	"Interim Risk Escalation: Score adjusted to 0.86/1.0 after transaction pattern confirmation.Weekly SAR 
filings initiated for outflows >$10M."	"nlpMoney"	"nlpMoney"	"$10M"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000041"	"          78"	"Nevis Energy Partners LLC.pdf"	"          38"	"        5625"	"        5764"
"        4202"	"The initial composite score for Accent Holdings reached 0.83/1.0, placing it firmly 
in the “High Risk – Review Required” bucket."	"risk_amplifiers"	"risk_amplifiers"	"High"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000042"	"         179"	"Accent Holdings LLC.pdf"	"         138"	"        4184"	"        4318"
"        4202"	"The initial composite score for Accent Holdings reached 0.83/1.0, placing it firmly 
in the “High Risk – Review Required” bucket."	"nlpNounGroup"	"nlpNounGroup"	"composite score"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000042"	"         179"	"Accent Holdings LLC.pdf"	"         138"	"        4184"	"        4318"
"        4303"	"KYC Documentation Gaps Identified:"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000043"	"         201"	"RLK Systems Inc.pdf"	"         159"	"        3310"	"        3343"
"        4404"	"Investigation & Red Flag Mitigation (Weeks 5-9)
Forensic Transaction Review:
Analyzed 3,247 transactions (Jan-Dec 2025): 82% completed within 10 days; average holdtime 6.3 days."	"nlpNounGroup"	"nlpNounGroup"	"average holdtime"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000044"	"          79"	"Nevis Energy Partners LLC.docx"	"          36"	"        5642"	"        5818"
"        4404"	"Investigation & Red Flag Mitigation (Weeks 5-9)
Forensic Transaction Review:
Analyzed 3,247 transactions (Jan-Dec 2025): 82% completed within 10 days; average holdtime 6.3 days."	"nlpMeasure"	"nlpMeasure"	"6.3 days | 10 days"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000044"	"          79"	"Nevis Energy Partners LLC.docx"	"          36"	"        5642"	"        5818"
"        4404"	"Investigation & Red Flag Mitigation (Weeks 5-9)
Forensic Transaction Review:
Analyzed 3,247 transactions (Jan-Dec 2025): 82% completed within 10 days; average holdtime 6.3 days."	"nlpDate"	"nlpDate"	"Jan-Dec 2025 | Jan-Dec"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000044"	"          79"	"Nevis Energy Partners LLC.docx"	"          36"	"        5642"	"        5818"
"        4404"	"Investigation & Red Flag Mitigation (Weeks 5-9)
Forensic Transaction Review:
Analyzed 3,247 transactions (Jan-Dec 2025): 82% completed within 10 days; average holdtime 6.3 days."	"nlpPercent"	"nlpPercent"	"82%"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000044"	"          79"	"Nevis Energy Partners LLC.docx"	"          36"	"        5642"	"        5818"
"        5801"	"Business Purpose Validation (Week 11): CEO Wilson clarified Nevis as ""energy-linked realestate financing 
vehicle"" for PE portfolio companies."	"nlpPerson"	"nlpPerson"	"CEO Wilson"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000058"	"          78"	"Nevis Energy Partners LLC.pdf"	"          21"	"        7509"	"        7650"
"        5801"	"Business Purpose Validation (Week 11): CEO Wilson clarified Nevis as ""energy-linked realestate financing 
vehicle"" for PE portfolio companies."	"nlpNounGroup"	"nlpNounGroup"	"energy-linked realestate | portfolio companies | PE portfolio"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000058"	"          78"	"Nevis Energy Partners LLC.pdf"	"          21"	"        7509"	"        7650"
"        5801"	"Business Purpose Validation (Week 11): CEO Wilson clarified Nevis as ""energy-linked realestate financing 
vehicle"" for PE portfolio companies."	"nlpDate"	"nlpDate"	"Week 11"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000058"	"          78"	"Nevis Energy Partners LLC.pdf"	"          21"	"        7509"	"        7650"
"        5902"	"• Board composition is minimal and largely overlapping with ownership—no 
genuinely independent directors and no formal risk/ audit committee 
structure."	"nlpNounGroup"	"nlpNounGroup"	"genuinely independent directors | Board composition | committee 
structure | audit committee 
structure | audit committee | formal risk | independent directors"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000059"	"         179"	"Accent Holdings LLC.pdf"	"         121"	"        5326"	"        5482"
"        6002"	"Risks Identified:"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000060"	"         179"	"Accent Holdings LLC.pdf"	"         120"	"        5486"	"        5502"
"        6103"	"External Verification"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000061"	"         201"	"RLK Systems Inc.pdf"	"         141"	"        4191"	"        4211"
"        6204"	"Transaction Controls (Ongoing): Implemented velocity caps ($15M/week net inflows);counterparty whitelist (47 approved entities)."	"nlpOrganization"	"nlpOrganization"	"Ongoing | Transaction Controls"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000062"	"          79"	"Nevis Energy Partners LLC.docx"	"          18"	"        7511"	"        7638"
"        6204"	"Transaction Controls (Ongoing): Implemented velocity caps ($15M/week net inflows);counterparty whitelist (47 approved entities)."	"nlpNounGroup"	"nlpNounGroup"	"counterparty whitelist | velocity caps | net inflows"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000062"	"          79"	"Nevis Energy Partners LLC.docx"	"          18"	"        7511"	"        7638"
"        6204"	"Transaction Controls (Ongoing): Implemented velocity caps ($15M/week net inflows);counterparty whitelist (47 approved entities)."	"nlpMoney"	"nlpMoney"	"$15M"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000062"	"          79"	"Nevis Energy Partners LLC.docx"	"          18"	"        7511"	"        7638"
"        7601"	"Chief Compliance Officer: Approved [signature] 
This narrative reflects internal FCRM processes as of March 2026."	"nlpNounGroup"	"nlpNounGroup"	"FCRM processes | This narrative | Chief Compliance Officer"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000076"	"          78"	"Nevis Energy Partners LLC.pdf"	"           3"	"        9309"	"        9421"
"        7601"	"Chief Compliance Officer: Approved [signature] 
This narrative reflects internal FCRM processes as of March 2026."	"nlpDate"	"nlpDate"	"March 2026 | March"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000076"	"          78"	"Nevis Energy Partners LLC.pdf"	"           3"	"        9309"	"        9421"
"        7702"	"Risk Implications:"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000077"	"         179"	"Accent Holdings LLC.pdf"	"         103"	"        6582"	"        6599"
"        7803"	"2"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000078"	"         201"	"RLK Systems Inc.pdf"	"         124"	"        5250"	"        5250"
"        7904"	"Confidential – Bank Use Only."	""	""	""	""	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000079"	"          79"	"Nevis Energy Partners LLC.docx"	"           1"	"        9213"	"        9243"
"        9502"	"• Many payments with structured descriptions referring to “royalty,” “brand 
fee,” or “strategic support,” not typical retail sales receipts."	"nlpNounGroup"	"nlpNounGroup"	"sales receipts | strategic support | brand 
fee | structured descriptions"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000095"	"         179"	"Accent Holdings LLC.pdf"	"          85"	"        8410"	"        8564"
"        9603"	"• Core Income Generating Activities (CIGA): 5 FTEs in treasury, 2 in 
compliance"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000096"	"         201"	"RLK Systems Inc.pdf"	"         106"	"        6036"	"        6117"
"       10403"	"2"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000104"	"         201"	"RLK Systems Inc.pdf"	"          98"	"        6460"	"        6460"
"       11103"	"2015 documentation obsolete  
   └── No EDD since relationship inception"	"nlpNounGroup"	"nlpNounGroup"	"relationship inception"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000111"	"         201"	"RLK Systems Inc.pdf"	"          91"	"        6694"	"        6771"
"       11802"	"While these explanations were plausible, they required corroboration via 
independent data sources and benchmarking."	"nlpNounGroup"	"nlpNounGroup"	"data sources"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000118"	"         179"	"Accent Holdings LLC.pdf"	"          62"	"       10500"	"       10615"
"       12502"	"audit or compliance expertise."	"nlpNounGroup"	"nlpNounGroup"	"compliance expertise"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000125"	"         179"	"Accent Holdings LLC.pdf"	"          55"	"       10774"	"       10803"
"       13202"	"These measures reduced the governance risk associated with high ownership 
concentration, though the structural concentration itself remained a factor in the 
residual risk score."	"risk_amplifiers"	"risk_amplifiers"	"high"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000132"	"         179"	"Accent Holdings LLC.pdf"	"          48"	"       11218"	"       11396"
"       13202"	"These measures reduced the governance risk associated with high ownership 
concentration, though the structural concentration itself remained a factor in the 
residual risk score."	"nlpNounGroup"	"nlpNounGroup"	"risk score | structural concentration | ownership 
concentration | governance risk"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000132"	"         179"	"Accent Holdings LLC.pdf"	"          48"	"       11218"	"       11396"
"       14803"	"Annual Requirements:"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000148"	"         201"	"RLK Systems Inc.pdf"	"          54"	"        8388"	"        8407"
"       15503"	"1"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000155"	"         201"	"RLK Systems Inc.pdf"	"          47"	"        8608"	"        8608"
"       16203"	"3."	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000162"	"         201"	"RLK Systems Inc.pdf"	"          40"	"        8703"	"        8704"
